index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
84629,2010-2013,United States,Very important,Not very important,Rather happy,9,Disagree,Agree,Widowed,2 children,7,Quite a lot,Fairly muchrespect,None,Not a religious person,Always justifiable,5,Always justifiable,Retired,No,Female,,,Incomplete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84630,2010-2013,United States,Very important,Very important,Very happy,Completely satisfied,Strongly disagree,Agree strongly,Married,No children,Completely satisfied,Not very much,Fairly muchrespect,Other;Not specific,A religious person,Never justifiable,Never justifiable,Never justifiable,Students,No,Male,,,Incomplete secondary school: university-preparatory type,,US: Hispanic,2011
84631,2010-2013,United States,Very important,Very important,Rather happy,8,Strongly disagree,Agree,Married,No children,5,Quite a lot,Fairly muchrespect,Protestant,A religious person,5,Never justifiable,5,Unemployed,No,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84632,2010-2013,United States,Very important,Not very important,Rather happy,9,Strongly disagree,Agree,Single,No children,9,Not very much,Fairly muchrespect,Protestant,Not a religious person,Always justifiable,8,7,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84633,2010-2013,United States,Rather important,Not very important,Rather happy,7,Agree,Agree,Single,No children,4,None at all,No respect at all,None,Not a religious person,Always justifiable,Always justifiable,Always justifiable,Full time,Yes,Male,,,"Some university-level education, without degree",No answer,"US: White, Non-Hispanic",2011
84634,2010-2013,United States,Very important,Rather important,Rather happy,6,Disagree,Agree,Married,No children,5,Quite a lot,Not much respect,Roman Catholic,A religious person,3,3,3,Full time,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84635,2010-2013,United States,Very important,Very important,Very happy,3,Disagree,Agree,Married,3 children,5,Not very much,Not much respect,Protestant,Not a religious person,5,8,9,Retired,No,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84636,2010-2013,United States,Very important,Not at all important,Rather happy,6,Disagree,Disagree,Married,1 child,4,Not very much,Fairly muchrespect,None,Not a religious person,5,5,5,Full time,No,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84637,2010-2013,United States,Very important,Not at all important,Very happy,9,Strongly disagree,Agree,Married,2 children,6,Quite a lot,Fairly muchrespect,Protestant,A religious person,9,9,9,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84638,2010-2013,United States,Very important,Very important,Rather happy,7,Disagree,Agree strongly,Married,1 child,4,Quite a lot,No respect at all,None,A religious person,Never justifiable,5,6,Part time,Yes,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84639,2010-2013,United States,Very important,Rather important,Rather happy,7,Disagree,Agree,Married,2 children,7,Quite a lot,Fairly muchrespect,Orthodox,Not a religious person,Never justifiable,2,4,Full time,No,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84640,2010-2013,United States,Very important,Rather important,Very happy,Completely satisfied,Strongly disagree,Agree strongly,Married,1 child,2,Not very much,A great deal of respect for individual human rights,None,A religious person,5,5,5,Unemployed,No,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84641,2010-2013,United States,Very important,Rather important,Rather happy,8,Strongly disagree,Disagree,Living together as married,1 child,7,Quite a lot,Not much respect,Roman Catholic,A religious person,5,5,5,Full time,No,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84642,2010-2013,United States,Very important,Not very important,Rather happy,6,Disagree,Agree,Married,1 child,6,Not very much,No respect at all,None,A religious person,5,5,5,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84643,2010-2013,United States,Rather important,Rather important,Rather happy,8,Disagree,Agree,Married,1 child,7,Quite a lot,Fairly muchrespect,None,Not a religious person,8,Always justifiable,Always justifiable,Full time,No,Male,,,"University-level education, with degree",,"US: Black, Non-Hispanic",2011
84644,2010-2013,United States,Very important,Not very important,Rather happy,2,Disagree,Disagree,Separated,No children,Completely dissatisfied,Quite a lot,Not much respect,No answer,Not a religious person,Never justifiable,6,Never justifiable,Unemployed,No,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84645,2010-2013,United States,Very important,Very important,Rather happy,8,Strongly disagree,Disagree,Divorced,2 children,7,Quite a lot,Fairly muchrespect,None,A religious person,5,7,7,Full time,Yes,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84646,2010-2013,United States,Very important,Very important,Rather happy,7,Agree,Agree,Married,3 children,3,Not very much,Fairly muchrespect,Other;Not specific,A religious person,Never justifiable,Never justifiable,3,Unemployed,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: 2+Races, Non-Hispanic",2011
84647,2010-2013,United States,Very important,Not very important,Rather happy,5,Disagree,Disagree,Single,1 child,2,Quite a lot,Not much respect,None,Not a religious person,5,3,6,Students,Yes,Female,,,Complete secondary school: university-preparatory type,,"US: Black, Non-Hispanic",2011
84648,2010-2013,United States,Very important,Rather important,Very happy,8,Strongly disagree,Agree,Single,No children,2,Quite a lot,Not much respect,None,A religious person,Always justifiable,5,6,Other,No answer,Male,,,Incomplete secondary school: university-preparatory type,,US: Hispanic,2011
84649,2010-2013,United States,Very important,Not very important,Rather happy,8,Disagree,Agree,Living together as married,No children,3,Not very much,Not much respect,None,A religious person,Always justifiable,6,9,Other,No,Male,,,Incomplete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84650,2010-2013,United States,Very important,Not very important,Very happy,9,Disagree,Disagree,Married,2 children,3,Not very much,No respect at all,None,Not a religious person,9,9,9,Retired,No,Female,,,Incomplete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84651,2010-2013,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,3 children,9,Not very much,A great deal of respect for individual human rights,Other;Not specific,A religious person,Never justifiable,Never justifiable,4,Full time,Yes,Female,,,Complete secondary school: university-preparatory type,,US: Hispanic,2011
84652,2010-2013,United States,Very important,Very important,Very happy,8,Disagree,Disagree,Married,2 children,9,Not very much,A great deal of respect for individual human rights,None,Not a religious person,4,Never justifiable,Always justifiable,Unemployed,No,Female,,,Complete primary school,No answer,US: Hispanic,2011
84653,2010-2013,United States,Very important,Rather important,Rather happy,8,Disagree,Agree,Widowed,5 children,4,Quite a lot,Not much respect,Roman Catholic,A religious person,5,Never justifiable,6,Retired,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84654,2010-2013,United States,Very important,Rather important,Rather happy,7,Disagree,Agree,Divorced,2 children,4,Not very much,Not much respect,None,A religious person,Never justifiable,9,9,Unemployed,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84655,2010-2013,United States,No answer,No answer,Rather happy,9,Strongly disagree,Agree,Married,No children,9,None at all,Fairly muchrespect,Roman Catholic,A religious person,Never justifiable,7,7,Other,Yes,Male,,,"University-level education, with degree",,"US: Black, Non-Hispanic",2011
84656,2010-2013,United States,Very important,Not very important,Not at all happy,3,Strongly disagree,Agree strongly,Single,No children,5,Not very much,A great deal of respect for individual human rights,Roman Catholic,A religious person,Always justifiable,5,8,Part time,No,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
84657,2010-2013,United States,Rather important,Not at all important,Very happy,9,Disagree,Agree,Married,1 child,8,Not very much,Not much respect,None,Not a religious person,8,8,8,Retired,No,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
84658,2010-2013,United States,Rather important,Rather important,Rather happy,6,Disagree,Agree,Single,No children,2,Not very much,Fairly muchrespect,Other;Not specific,A religious person,Never justifiable,5,5,Part time,No,Male,,,"Some university-level education, without degree",,"US: Other, Non-Hispanic",2011
84659,2010-2013,United States,Very important,Not very important,Rather happy,7,Strongly disagree,Disagree,Married,4 children,4,Quite a lot,A great deal of respect for individual human rights,None,A religious person,5,5,6,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84660,2010-2013,United States,Rather important,Not very important,Rather happy,6,Strongly disagree,Agree,Single,No children,6,None at all,Not much respect,None,Not a religious person,9,2,4,Part time,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84661,2010-2013,United States,Very important,Very important,Rather happy,7,Disagree,Agree,Married,2 children,6,Quite a lot,Not much respect,Other;Not specific,A religious person,4,7,5,Unemployed,No,Female,,,Complete secondary school: university-preparatory type,,"US: Black, Non-Hispanic",2011
84662,2010-2013,United States,Very important,Rather important,Very happy,9,Disagree,Agree,Single,No children,7,Quite a lot,Not much respect,Protestant,A religious person,7,9,Always justifiable,Full time,Yes,Male,,,"University-level education, with degree",,"US: Black, Non-Hispanic",2011
84663,2010-2013,United States,Very important,Rather important,Rather happy,7,Disagree,Agree,Married,No children,5,None at all,Fairly muchrespect,Protestant,A religious person,5,2,5,Full time,No,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84664,2010-2013,United States,Very important,Very important,Very happy,7,Disagree,Agree,Married,1 child,5,Not very much,Not much respect,Other;Not specific,A religious person,Never justifiable,Never justifiable,3,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
84665,2010-2013,United States,Very important,Rather important,Very happy,7,Disagree,Agree,Married,2 children,7,Quite a lot,Fairly muchrespect,Roman Catholic,A religious person,8,8,8,Full time,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
84666,2010-2013,United States,Very important,Very important,Very happy,9,Disagree,Agree,Divorced,1 child,8,Not very much,Fairly muchrespect,Protestant,A religious person,Never justifiable,Never justifiable,9,Retired,Yes,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
